0.0918206055269053,
 0.06757750288610964,
 0.031018706072487134,
 0.06701402427563607,
 0.1523664371689506,
 0.13439570246544008,
 0.2638177276965621,
 0.26394282607793684,
 0.3003094598382461,
 0.3380054426030057,
 0.3362878820742168,
 0.381857676979962,
 0.3221341773095361,
 0.36207300661862973,
 0.26874909838470273,
 0.19514529958379967,
 0.29278837645540534,
 0.21200756902318574,
 0.23661054946050797,
 0.1661120480638374,
 0.06345254422369351,
 0.026620907797237692,
 0.07275373913989824,
 0.10196796330369295,
 0.015989525548746997,
 -0.014100742977035452,
 -0.04931745723895631,
 -0.16873399906964437,
 -0.18467216583823642,
 -0.169487780965909,
 -0.07487488784107654,
 -0.027796734986480942,
 -0.05586283163388828,
 -0.06811599907273092,
 -0.11292233051470646,
 -0.14560310283251,
 -0.008469656640869516,
 0.060092899034700054,
 -0.08396330660109186,
 -0.17622400719021414,
 -0.10888564159624536,
 0.042755551488596666,
 -0.07910126056503941,
 -0.03205974607962503,
 -0.006256721415638822,
 -0.045141044437926325,
 -0.019842955291679232,
 0.020467512544968258,
 -0.03692174482175403,
 -0.11262036734389369,
 -0.07907092916413205,
 -0.03549940567135934,
 0.05308310203569988,
 0.03781178984849021,
 -0.01177164899905847,
 -0.08725044347107769,
 0.018921063942755723,
 0.049441175120492176,
 0.06162026494260431,
 0.11194005690471442,
 0.022009099917525532,
 0.09499818228411527,
 0.056956087782239706,
 0.0356221432977577,
 0.0019436163204176182,
 -0.06164391815293868,
 -0.004120027803807602,
 -0.006838828980477274,
 0.09293505847885797,
 0.15263649925924483,
 0.13270500331663015,
 0.14812010583780477,
 0.008253024008325838,
 0.10536541080399786,
 -0.08299509824593088,
 -0.012669421548849868,
 0.06311771426042867,
 0.03659613276165885,
 0.03212143101157494,
 0.08667097629542297,
 0.1262002828861455,
 0.2178122078495761,
 0.20821931089251677,
 0.3291392662284238,
 0.38792803405848986,
 0.4594492284380891,
 0.49313839975090445,
 0.4632272581006447,
 0.448208435246201,
 0.5739276052096756,
 0.6075391011481344,
 0.5912395094081404,
 0.5038437580940069,
 0.4089749568456966,
 0.5031614273146232,
 0.5709577542021549,
 0.6202350060004562,
 0.5257397805212634,
 0.4777712383547055,
 0.534348603151301,
 0.5233983755067584,
 0.5051601757285624,
 0.6823199668667854,
 0.584165711927696,
 0.6297472870062251,
 0.655497889074141,
 0.5893520538177057,
 0.4980150225556059,
 0.5761444055262359,
 0.5428160606977315,
 0.5484879057012648,
 0.428648293272218,
 0.4415277812260854,
 0.4670110455006835,
 0.4447432571340073,
 0.3616370538193081,
 0.48960263670578286,
 0.4355791918625016,
 0.3251089419733688,
 0.2939694112335758,
 0.31447515982168284,
 0.3087343056778309,
 0.36815449490204344,
 0.29799083671203164,
 0.21180540140858284,
 0.3020748167052858,
 0.1710870513319378,
 0.22496042589831688,
 0.24412330852635478,
 0.2666354814396925,
 0.2741139641273804,
 0.13302822107274892,
 0.22019386102535066,
 0.12139395966015343,
 0.045971352814987654,
 0.1025576874189511,
 0.0907281593985374,
 0.172511698817857,
 0.23878896669629057,
 0.2393979580517822,
 0.20023465704693422,
 0.20171710269812593,
 0.21187661346117181,
 0.31999355524372675,
 0.29205361360921245,
 0.20298501640850475,
 0.02520352524210523,
 0.028320193249271597,
 0.13451312794347814,
 0.09758405747206211,
 0.09251516078786892,
 0.0915751964290763,
 0.1634472981682933,
 0.21311222120114337,
 0.25731819858918925,
 0.310136916947954,
 0.31518643629277676,
 0.3792672231049039,
 0.40984982280298254,
 0.39509864796661986,
 0.3915842595163923,
 0.4360407118886087,
 0.6452962160674645,
 0.6534087171387597,
 0.5897127210127167,
 0.5999314856545368,
 0.5647522424601448,
 0.4562599827425231,
 0.41880271497649346,
 0.4902552134933842,
 0.42424835897303126,
 0.4965062482500713,
 0.4735848386936681,
 0.4512642268923628,
 0.30007316723511224,
 0.24927053497802376,
 0.25445782175499687,
 0.2733264475333641,
 0.19350647523467046,
 0.22408295200389716,
 0.27294422745207214,
 0.22971004105737336,
 0.3998372369677412,
 0.3313433494014504,
 0.24191474282541492,
 0.18184008126918627,
 0.1526855582793729,
 0.15229691744556817,
 0.11904868663030754,
 0.16940285219223483,
 0.172419916503884,
 0.09981036020515432,
 0.1451137565664169,
 0.10199112522214193,
 0.16103690810847127,
 0.09937102975109724,
 0.059002791767895246,
 -0.034544115776654394,
 -0.06981330650491202,
 0.048205476476312015,
 0.07730754516768457,
 0.10637275597927953,
 0.11191312074821269,
 0.21569924971426246,
 0.2777072116382726,
 0.35451118065162746,
 0.42484194833043887,
 0.4504001971044005,
 0.5588357274732232,
 0.6095424791778328,
 0.48850390367485375,
 0.4429923478850668,
 0.44736169232785983,
 0.36964727447323753,
 0.4925562185158867,
 0.4004473830991202,
 0.4259935039704459,
 0.39374329859316504,
 0.3691986290304925,
 0.42003617583124253,
 0.33122407626960637,
 0.29789594250595997,
 0.29284610623855656,
 0.40756752124727313,
 0.3673603698862422,
 0.27674338564199275,
 0.25715388329365396,
 0.2939500726146065,
 0.2458976896645595,
 0.17061694910381675,
 0.1686553347520885,
 0.13961898899819403,
 0.12210563633431093,
 0.06492491206753925,
 0.004387350405963275,
 0.06395223202929401,
 0.03916687720423795,
 0.0844050368173157,
 0.10036865491528602,
 0.21531356115050926,
 0.12095113670072521,
 0.12799858862932467,
 0.15441060755028957,
